Geography,Time Period,Time Period End Date,Product Universe,Product Level,Department,Category,Subcategory,Brand,UPC,Description,Dollars,"Dollars, Yago",Units,"Units, Yago",Avg % ACV,"Avg % ACV, Yago",Max % ACV,"Max % ACV, Yago",TDP,"TDP, Yago","Dollars, Promo","Dollars, Promo, Yago","Dollars, Non-Promo","Dollars, Non-Promo, Yago","Units, Promo","Units, Promo, Yago","Units, Non-Promo","Units, Non-Promo, Yago",Base Dollars,"Base Dollars, Yago",Base Units,"Base Units, Yago",Incr Dollars,"Incr Dollars, Yago",Incr Units,"Incr Units, Yago","Dollars, Display Only","Dollars, Display Only, Yago","Dollars, Feature Only","Dollars, Feature Only, Yago","Dollars, Feature & Display","Dollars, Feature & Display, Yago","Dollars, TPR","Dollars, TPR, Yago","Units, Display Only","Units, Display Only, Yago","Units, Feature Only","Units, Feature Only, Yago","Units, Feature & Display","Units, Feature & Display, Yago","Units, TPR","Units, TPR, Yago",promoted_price,promoted_price_yago,discount_percentage,discount_percentage_yago,"Avg % ACV, Any Display","Avg % ACV, Any Display, Yago","Avg % ACV, Any Feature","Avg % ACV, Any Feature, Yago","Avg % ACV, Display Only","Avg % ACV, Display Only, Yago","Avg % ACV, Feature Only","Avg % ACV, Feature Only, Yago","Avg % ACV, Feature & Display","Avg % ACV, Feature & Display, Yago","Avg % ACV, TPR","Avg % ACV, TPR, Yago","Max % ACV, Any Display","Max % ACV, Any Display, Yago","Max % ACV, Any Feature","Max % ACV, Any Feature, Yago","Max % ACV, Display Only","Max % ACV, Display Only, Yago","Max % ACV, Feature Only","Max % ACV, Feature Only, Yago","Max % ACV, Feature & Display","Max % ACV, Feature & Display, Yago","Max % ACV, TPR","Max % ACV, TPR, Yago","TDP, Any Display","TDP, Any Display, Yago","TDP, Any Feature","TDP, Any Feature, Yago","TDP, Display Only","TDP, Display Only, Yago","TDP, Feature & Display","TDP, Feature & Display, Yago","TDP, Feature Only","TDP, Feature Only, Yago","TDP, TPR","TDP, TPR, Yago",list_price,list_price_yago,Velocity Dollars,Velocity Units,"Velocity Dollars, Yago","Velocity Units, Yago"
TOTAL US - FOOD,WEEK,11/13/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3307718.58,3172446.45,1647524.59,1648629.75,95.12,94.97,95.12,94.97,731.36,715.35,827976.97,1014633.62,2479741.61,2157812.83,454533.49,630904.72,1192991.1,1017725.03,3063879.33,2791231.84,1494444.26,1330395,243839.25,381214.61000000034,153080.33000000007,318234.75,63031.32,39440.22,290747.6,144414.36,22893.85,4620.39,451304.2,826158.65,33639.29,26055.33,174101.28,84924.72,13862.05,3351.17,232930.87,516573.5,1.82159728208366,1.60822004945533,9.26899484568622e-002,0.164254004010525,5.34,2.68,8.63,7.44,4.6,2.58,8.36,7.38,0.95,0.39,39.49,56.65,5.34,2.68,8.63,7.44,4.6,2.58,8.36,7.38,0.95,0.39,39.49,56.65,9.97,5.21,36.78,16.18,7.95,4.74,2.02,0.47,34.75,15.7,115.93,149.6,2.00768996109491,1.92429285593081,3477416.5054667788,1732048.5597140454,3340472.201747921,1735947.9309255555
TOTAL US - FOOD,WEEK,11/19/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3412764.17,3207569.06,1656685.16,1606895.44,95.58,94.95,95.58,94.95,848.71,731.97,471080.61,647469.01,2941683.56,2560100.05,225438.01,346807.02,1431247.15,1260088.42,3259870.05,2981752.75,1556313.06,1451710.1,152894.12000000011,225816.31000000006,100372.09999999986,155185.33999999985,40646.75,51631.61,72984.21,60530.28,2165.77,1926.7,355283.88,533380.42,24513.8,32715.37,31080.17,30091.51,845.11,665.51,168998.93,283334.63,2.08962370631288,1.86694320662829,-1.43825977382859e-002,6.47177132111476e-002,3.4,3.59,6.75,8.18,3.3,3.5,6.72,8.08,0.11,0.1,36.25,42.19,3.4,3.59,6.75,8.18,3.3,3.5,6.72,8.08,0.11,0.1,36.25,42.19,5.38,6.67,23.58,16.53,5.13,6.48,0.25,0.19,23.33,16.34,90.67,111.13,2.0599956179966,1.99612804925254,3570583.9820046034,1733296.8821929274,3378166.466561348,1692359.5997893626
TOTAL US - FOOD,WEEK,11/20/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3207569.06,2975693.06,1606895.44,1478182.16,94.95,94.85,94.95,94.85,731.97,716.11,647469.01,764374.86,2560100.05,2211318.2,346807.02,465059.15,1260088.42,1013123.01,2981752.75,2750852.64,1451710.1,1299635.99,225816.31000000006,224840.41999999993,155185.33999999985,178546.16999999993,51631.61,22479.55,60530.28,36763.15,1926.7,1515.09,533380.42,703617.07,32715.37,13020.22,30091.51,14404.61,665.51,488.3,283334.63,437146.02,1.86694320662829,1.64360782924065,6.47177132111476e-002,0.183534147429894,3.59,1.35,8.18,4.93,3.5,1.31,8.08,4.89,0.1,0.04,42.19,41.95,3.59,1.35,8.18,4.93,3.5,1.31,8.08,4.89,0.1,0.04,42.19,41.95,6.67,2.66,16.53,6.92,6.48,2.58,0.19,0.08,16.34,6.84,111.13,117.79,1.99612804925254,2.0130760203465,3378166.466561348,1692359.5997893626,3137262.055877702,1558441.9188191884
TOTAL US - FOOD,WEEK,11/26/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3260187.16,3130836.53,1572762.29,1588549.69,95.16,94.48,95.16,94.48,842.83,727.04,584069.48,778356.79,2676117.68,2352479.74,287992.76,441368.09,1284769.53,1147181.6,3056498.04,2826154.02,1451645.43,1383712.57,203689.12000000011,304682.50999999978,121116.8600000001,204837.11999999988,43319.22,47427.62,286039.66,192792.43,2669.04,2831.39,252041.56,535305.35,23663.19,30224.89,144771.46,100362.97,1094.85,1328.95,118463.26,309451.28,2.02807001120445,1.76350943268237,2.16291646574568e-002,0.105216022696768,3.79,3.67,10.13,10.22,3.61,3.45,10.1,10.12,0.18,0.27,29.47,36.46,3.79,3.67,10.13,10.22,3.61,3.45,10.1,10.12,0.18,0.27,29.47,36.46,5.75,6.98,79.56,49.49,5.46,6.67,0.29,0.31,79.27,49.18,73.49,112.7,2.07290521951668,1.97087730381289,3426005.842791089,1652755.6641445986,3313755.8530906006,1681360.8065198981
TOTAL US - FOOD,WEEK,11/27/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3130836.53,2833199.99,1588549.69,1379490.76,94.48,94.76,94.48,94.76,727.04,712.66,778356.79,468212.83,2352479.74,2364987.16,441368.09,262400.35,1147181.6,1117090.41,2826154.02,2664017.44,1383712.57,1267292.09,304682.50999999978,169182.55000000028,204837.11999999988,112198.66999999993,47427.62,16973.65,192792.43,119796.93,2831.39,3567.41,535305.35,327874.84,30224.89,8937.55,100362.97,59475.51,1328.95,1534.03,309451.28,192453.26,1.76350943268237,1.78434529527114,0.105216022696768,0.13119869541013,3.67,1.1,10.22,5.69,3.45,0.93,10.12,5.64,0.27,0.19,36.46,22.53,3.67,1.1,10.22,5.69,3.45,0.93,10.12,5.64,0.27,0.19,36.46,22.53,6.98,2.38,49.49,33.73,6.67,2.1,0.31,0.29,49.18,33.44,112.7,59.36,1.97087730381289,2.05380135347916,3313755.8530906006,1681360.8065198981,2989869.132545378,1455773.279864922
TOTAL US - FOOD,WEEK,12/03/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3370832.15,3012919.21,1644534.75,1491117.14,95.12,94.58,95.12,94.58,841.92,726.99,755120.71,673127.32,2615711.44,2339791.89,405407.79,381966.77,1239126.96,1109150.37,3066302.67,2801777.84,1454234.17,1360928.27,304529.48,211141.37000000011,190300.58000000007,130188.86999999988,57165.97,55591.65,240139.65,397060.54,930.4,27153.29,456884.69,193321.84,35396.88,33485.58,119232.25,229479.66,376.27,17013.88,250402.39,101987.65,1.86262012873507,1.76226670189137,9.12797222032266e-002,0.127840509058491,3.71,4.73,7.82,12.87,3.55,4.24,7.82,12.57,0.2,1.12,34.1,22.34,3.71,4.73,7.82,12.87,3.55,4.24,7.82,12.57,0.2,1.12,34.1,22.34,6.67,10.54,72.83,79.44,6.4,7.94,0.27,2.6,72.56,76.84,92.37,48.06,2.04971780012554,2.02057848386077,3543768.029857022,1728905.3301093355,3185577.511101713,1576567.0754916472
TOTAL US - FOOD,WEEK,12/04/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3012919.21,2911375.6,1491117.14,1426219.84,94.58,94.64,94.58,94.64,726.99,709.74,673127.32,588230.9,2339791.89,2323144.7,381966.77,341074.59,1109150.37,1085145.25,2801777.84,2680724.59,1360928.27,1268042.73,211141.37000000011,230651.01000000024,130188.86999999988,158177.1100000001,55591.65,26964.19,397060.54,281378,27153.29,9592.32,193321.84,270296.39,33485.58,14916.28,229479.66,160028.3,17013.88,7574.76,101987.65,158555.25,1.76226670189137,1.72464005600652,0.127840509058491,0.155136195846662,4.73,1.57,12.87,10.21,4.24,1.51,12.57,10.14,1.12,0.19,22.34,23.26,4.73,1.57,12.87,10.21,4.24,1.51,12.57,10.14,1.12,0.19,22.34,23.26,10.54,3.16,79.44,55.78,7.94,2.8,2.6,0.37,76.84,55.41,48.06,61.93,2.02057848386077,2.04132316656035,3185577.511101713,1576567.0754916472,3076263.3136094674,1506994.7590870669
TOTAL US - FOOD,WEEK,12/10/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3614829.58,3226277.3,1799434.69,1602385.11,95.34,94.98,95.34,94.98,842.89,729.37,888489.7,541765.63,2726339.88,2684511.67,541788.38,281202.95,1257646.31,1321182.16,3306822.27,3022662.36,1574996.22,1480067.14,308007.31000000006,203614.93999999994,224438.46999999997,122317.9700000002,71590.02,45527.22,522354.75,282179.14,21649.61,10894.5,272895.32,203164.77,38930.56,24553.69,332328.17,145237.6,13488.22,5868.06,157041.43,105543.6,1.6399201843347,1.92660009434467,0.183660196638355,4.31215245811333e-002,4.85,4.22,9.34,13.96,4.41,3.66,9.32,13.51,0.86,0.6,25.6,19.13,4.85,4.22,9.34,13.96,4.41,3.66,9.32,13.51,0.86,0.6,25.6,19.13,8.93,7.79,55.13,76.23,7.29,6.79,1.63,1.01,53.49,75.22,59.02,46.82,2.0088695633627,2.01342191703217,3791514.1388714076,1887386.92049507,3396796.483470204,1687076.3423878711
TOTAL US - FOOD,WEEK,12/11/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3226277.3,3187923.81,1602385.11,1598220.39,94.98,94.55,94.98,94.55,729.37,713.6,541765.63,648909.25,2684511.67,2539014.56,281202.95,379899.64,1321182.16,1218320.75,3022662.36,2895082.53,1480067.14,1382681.12,203614.93999999994,292841.28000000026,122317.9700000002,215539.26999999979,45527.22,48950.53,282179.14,238192.22,10894.5,5079.13,203164.77,356687.37,24553.69,32940.32,145237.6,147449.11,5868.06,3319.01,105543.6,196191.2,1.92660009434467,1.70810704111223,4.31215245811333e-002,0.143664759852549,4.22,1.77,13.96,9.06,3.66,1.74,13.51,8.99,0.6,0.08,19.13,29.62,4.22,1.77,13.96,9.06,3.66,1.74,13.51,8.99,0.6,0.08,19.13,29.62,7.79,3.67,76.23,49.89,6.79,3.57,1.01,0.1,75.22,49.79,46.82,80.31,2.01342191703217,1.99467096649918,3396796.483470204,1687076.3423878711,3371680.39132734,1690344.1459545214
TOTAL US - FOOD,WEEK,12/17/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3480186.08,3054183.7,1780936.19,1521434.78,95.19,94.85,95.19,94.85,842.71,728.13,716877.38,665016.04,2763308.7,2389167.66,451425.03,376910.79,1329511.16,1144523.99,3198525.5,2892302.97,1526978.5,1409754.89,281660.58000000007,161880.72999999998,253957.68999999994,111679.89000000013,68382.7,51992.9,265599.44,338601.68,25881.33,12594.57,357013.91,261826.89,40552.68,29584.69,191815.34,194486.33,18058.55,7990.04,200998.46,144849.73,1.58803197066853,1.76438578476355,0.187347014662905,0.121075167064489,4.96,4.1,5.77,12.27,3.76,3.93,5.76,12.24,1.22,0.33,33,22.45,4.96,4.1,5.77,12.27,3.76,3.93,5.76,12.24,1.22,0.33,33,22.45,9.88,7.74,34.85,59.87,6.54,6.56,3.34,1.18,31.51,58.68,90.61,74.28,1.95413294397707,2.00743649359718,3656041.685050951,1870927.8180481142,3220014.443858725,1604042.9942013707
TOTAL US - FOOD,WEEK,12/18/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3054183.7,2908178.85,1521434.78,1452358.05,94.85,94.54,94.85,94.54,728.13,710.31,665016.04,554455.79,2389167.66,2353723.06,376910.79,349227.27,1144523.99,1103130.78,2892302.97,2753230.14,1409754.89,1313501.08,161880.72999999998,154948.70999999996,111679.89000000013,138856.96999999997,51992.9,38410.27,338601.68,247603.4,12594.57,9762.16,261826.89,258679.96,29584.69,26207.39,194486.33,145547.39,7990.04,5342.93,144849.73,172129.56,1.76438578476355,1.58766464600545,0.121075167064489,0.207112888078938,4.1,2.23,12.27,9.09,3.93,1.86,12.24,8.77,0.33,0.41,22.45,18.16,4.1,2.23,12.27,9.09,3.93,1.86,12.24,8.77,0.33,0.41,22.45,18.16,7.74,4.02,59.87,27.64,6.56,3.2,1.18,0.82,58.68,26.83,74.28,60.97,2.00743649359718,2.0023842261211,3220014.443858725,1604042.9942013707,3076135.8684154856,1536236.5665326845
TOTAL US - FOOD,WEEK,12/24/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3501119.23,3185790.88,1767345.76,1598401.2,95.17,95,95.17,95,842.93,729.9,792198.49,463727.33,2708920.74,2722063.55,458549.3,250345.88,1308796.46,1348055.32,3245562.73,3040281.73,1552579.59,1495398.04,255556.5,145509.14999999991,214766.16999999993,103003.15999999992,58339.73,54836.85,259353.97,145120.78,23638.77,683.11,450866.02,263086.59,32141.92,33180.28,141614.82,69416.85,17548.05,293.43,267244.51,147455.32,1.72761901501104,1.85234656148525,0.127907408890176,7.06254496233904e-002,4.92,3.82,12.46,10.69,4.07,3.76,12.44,10.68,1.04,0.06,35.73,23.28,4.92,3.82,12.46,10.69,4.07,3.76,12.44,10.68,1.04,0.06,35.73,23.28,10.29,7.85,61.03,41.63,6.59,7.78,3.69,0.07,57.34,41.56,93.65,69.09,1.98100411885448,1.9931109160829,3678805.5374592836,1857040.8321950196,3353464.084210526,1682527.5789473685
TOTAL US - FOOD,WEEK,12/25/2016,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3185790.88,3087731.93,1598401.2,1599613.96,95,94.55,95,94.55,729.9,709.49,463727.33,806294.05,2722063.55,2281437.88,250345.88,504023.99,1348055.32,1095589.97,3040281.73,2833983.32,1495398.04,1380484.22,145509.14999999991,253748.61000000034,103003.15999999992,219129.74,54836.85,47615.34,145120.78,309054.81,683.11,11073.39,263086.59,438550.51,33180.28,31550.25,69416.85,179309.49,293.43,7054.81,147455.32,286109.44,1.85234656148525,1.59971363664654,7.06254496233904e-002,0.171260872642472,3.82,2.13,10.69,12.21,3.76,1.81,10.68,12,0.06,0.46,23.28,25.62,3.82,2.13,10.69,12.21,3.76,1.81,10.68,12,0.06,0.46,23.28,25.62,7.85,4.88,41.63,54.1,7.78,4,0.07,0.88,41.56,53.22,69.09,85.6,1.9931109160829,1.93029818894554,3353464.084210526,1682527.5789473685,3265713.305129561,1691818.0433632997
TOTAL US - FOOD,WEEK,12/31/2017,TPL,BRAND,REFRIGERATED,REFRIGERATED JUICES & FUNCTIONAL BEVERAGES,RF JUICE & JUICE DRINKS & OTHER FUNCTIONAL BEV,MINUTE MAID,,MINUTE MAID,3670443.54,3365694.85,1979417.01,1838526.76,94.97,95.2,94.97,95.2,840.87,733.65,1167926.27,916531.29,2502517.27,2449163.56,841083.09,615024.26,1138333.92,1223502.5,3177531.9,2927746.98,1504088.49,1427355.86,492911.64000000013,437947.87000000011,475328.52,411170.89999999991,78630.78,51034.25,676250.76,400626.03,59107.8,24000.42,353936.93,440870.59,47755.81,29126.35,523187.39,327584.84,51623.29,21806.9,218516.6,236506.17,1.38859796836481,1.49023599491831,0.251149238864806,0.185951526362366,6.32,4.38,13.05,13.53,5.66,3.95,13.05,13.49,1.96,0.86,30.62,36.6,6.32,4.38,13.05,13.53,5.66,3.95,13.05,13.49,1.96,0.86,30.62,36.6,16.75,9.49,91.04,69.38,9.9,6.84,6.86,2.66,84.19,66.72,78.69,97.97,1.85430534417808,1.8306477355815,3864845.256396757,2084255.0384331895,3535393.75,1931225.588235294
